Results_Name,VSPAERO_History
Results_Timestamp,1723223442
Results_Date,8,9,2024
Results_Time,22,40,42
FC_Mach_,2.399999999999999911e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,1.120000000000000107e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.280812500000000114e+02
FC_Vinf_,8.320512800000000198e+01
FC_Xcg_,2.467547599999999974e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-4.697799999999999893e-02
L/D,3.960035993850000047e+00,4.137416110320000229e+00,4.083063880093000364e+00,3.991546412413999878e+00,3.937456474155999864e+00,4.011529330365999790e+00,4.089170426284000293e+00,4.059409493032999805e+00
Mach,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6,7,8
Results_Name,VSPAERO_History
Results_Timestamp,1723223442
Results_Date,8,9,2024
Results_Time,22,40,42
Alpha,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00,-4.516129000000000282e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,6.734822617999999816e-03,6.388213262000000045e-03,6.569410452999999844e-03,6.759093168000000068e-03,6.781393301000000241e-03,6.711868929000000365e-03,6.617994456000000220e-03,6.670283192999999604e-03
CDo,1.011596687500000008e-02,1.009671912800000002e-02,1.010620531600000052e-02,1.011542981299999935e-02,1.011415576199999923e-02,1.010865073399999994e-02,1.010569007499999977e-02,1.011110909599999969e-02
CDt,8.189661723999999698e-03,6.540689760000000137e-03,6.294542363000000043e-03,6.599377350000000357e-03,6.845993608999999605e-03,6.841791536000000305e-03,6.431143922999999624e-03,6.391043300999999996e-03
CDtot,1.685078949299999990e-02,1.648493238999999833e-02,1.667561576900000037e-02,1.687452298099999942e-02,1.689554906300000034e-02,1.682051966300000118e-02,1.672368453000000130e-02,1.678139228900000016e-02
CDtott,1.830562859899999978e-02,1.663740888799999929e-02,1.640074767899999883e-02,1.671480716199999841e-02,1.696014937099999884e-02,1.695044227000000112e-02,1.653683399799999940e-02,1.650215239700000142e-02
CFx,2.585160542599999889e-02,2.562296729599999878e-02,2.582095172900000096e-02,2.594348318399999909e-02,2.589215632300000125e-02,2.588324211799999941e-02,2.588237204899999921e-02,2.593266580300000040e-02
CFxi,1.574723252600000040e-02,1.553755489300000063e-02,1.572602218500000065e-02,1.583923898899999849e-02,1.578906244999999861e-02,1.578557881999999996e-02,1.578771910899999867e-02,1.583269151000000000e-02
CFxo,1.010437290000000023e-02,1.008541240299999989e-02,1.009492954400000031e-02,1.010424419400000016e-02,1.010309387299999917e-02,1.009766329899999988e-02,1.009465294099999924e-02,1.009997429300000041e-02
CFy,1.970200313000000127e-03,6.809879930000000206e-04,3.585395300000000004e-04,1.407038880000000003e-04,1.150863110000000065e-04,1.214856120000000006e-04,8.645193200000000574e-05,1.112186780000000061e-04
CFyi,1.971349477000000107e-03,6.821423999999999760e-04,3.590905859999999955e-04,1.408013420000000116e-04,1.149948690000000010e-04,1.213195880000000036e-04,8.637486099999999863e-05,1.111744659999999978e-04
CFyo,-1.149164000000000006e-06,-1.154406000000000074e-06,-5.510559999999999549e-07,-9.745499999999999485e-08,9.144200000000000580e-08,1.660240000000000049e-07,7.707100000000000238e-08,4.421199999999999911e-08
CFz,1.132916277710000058e-01,1.150433336610000024e-01,1.151282508049999986e-01,1.141534418629999992e-01,1.132365783640000012e-01,1.140765974049999937e-01,1.152953946579999972e-01,1.151992531480000026e-01
CFzi,1.138372983579999942e-01,1.155846085249999933e-01,1.156695078379999936e-01,1.146939212229999977e-01,1.137754409900000041e-01,1.146143003339999966e-01,1.158336100610000002e-01,1.157389187809999970e-01
CFzo,-5.456705869999999839e-04,-5.412748650000000217e-04,-5.412570330000000427e-04,-5.404793600000000389e-04,-5.388626269999999665e-04,-5.377029290000000109e-04,-5.382154029999999985e-04,-5.396656330000000092e-04
CL,1.149754291990000010e-01,1.167036935019999944e-01,1.168039362359999944e-01,1.158418019670000021e-01,1.149237436760000008e-01,1.157604527309999964e-01,1.169753973619999943e-01,1.168835144679999938e-01
CLi,1.147237900090000012e-01,1.164491651810000000e-01,1.165486407619999998e-01,1.155849978020000030e-01,1.146654183720000053e-01,1.155013989319999962e-01,1.167170914809999988e-01,1.166262353120000039e-01
CLo,2.516391900000000074e-04,2.545283209999999775e-04,2.552954740000000044e-04,2.568041650000000078e-04,2.583253029999999862e-04,2.590537989999999800e-04,2.583058810000000180e-04,2.572791549999999916e-04
CMx,-2.864517249999999886e-04,-2.155824219999999912e-04,1.064353400000000034e-05,2.643357399999999934e-05,-1.939699400000000106e-05,-7.636555000000000274e-05,-9.398869199999999489e-05,-1.481789099999999958e-05
CMxi,-2.867265700000000048e-04,-2.158849479999999882e-04,1.066790700000000079e-05,2.649137900000000107e-05,-1.938334100000000006e-05,-7.636716500000000052e-05,-9.404573299999999670e-05,-1.481711899999999945e-05
CMxo,2.748450000000000236e-07,3.025259999999999920e-07,-2.437299999999999928e-08,-5.780500000000000046e-08,-1.365299999999999990e-08,1.614999999999999903e-09,5.703999999999999990e-08,-7.720000000000000224e-10
CMy,8.690558263330000477e-01,8.060894493529999760e-01,8.101013674889999683e-01,8.150190071980000228e-01,8.149809333430000358e-01,8.128578706519999919e-01,8.118478587420000503e-01,8.138130243269999786e-01
CMyi,8.607303578070000238e-01,7.977837971900000325e-01,8.017988649199999651e-01,8.067209768040000117e-01,8.066889114559999685e-01,8.045704172490000250e-01,8.035592679340000100e-01,8.055194180389999570e-01
CMyo,8.325468526999999994e-03,8.305652163000000823e-03,8.302502568999999694e-03,8.298030394000000670e-03,8.292021888000000035e-03,8.287453401999999442e-03,8.288590809000000864e-03,8.293606288000000826e-03
CMz,8.890479470000000250e-04,3.741021029999999853e-04,1.808785739999999953e-04,1.049363250000000020e-04,8.697845399999999487e-05,9.177637699999999471e-05,6.259218500000000591e-05,5.973381300000000284e-05
CMzi,8.894422740000000431e-04,3.741873319999999749e-04,1.813659490000000120e-04,1.051993260000000054e-04,8.695178000000000184e-05,9.159880799999999641e-05,6.229392899999999593e-05,5.969107199999999850e-05
CMzo,-3.943280000000000089e-07,-8.522900000000000171e-08,-4.873750000000000347e-07,-2.630000000000000125e-07,2.667400000000000115e-08,1.775689999999999934e-07,2.982560000000000206e-07,4.273999999999999758e-08
CS,1.970200313000000127e-03,6.809879930000000206e-04,3.585395300000000004e-04,1.407038880000000003e-04,1.150863110000000065e-04,1.214856120000000006e-04,8.645193200000000574e-05,1.112186780000000061e-04
CSi,1.971349477000000107e-03,6.821423999999999760e-04,3.590905859999999955e-04,1.408013420000000116e-04,1.149948690000000010e-04,1.213195880000000036e-04,8.637486099999999863e-05,1.111744659999999978e-04
CSo,-1.149164000000000006e-06,-1.154406000000000074e-06,-5.510559999999999549e-07,-9.745499999999999485e-08,9.144200000000000580e-08,1.660240000000000049e-07,7.707100000000000238e-08,4.421199999999999911e-08
E,5.101307828300000180e-02,5.541075577400000202e-02,5.397451513800000100e-02,5.159590402199999704e-02,5.061120854299999694e-02,5.188379595599999783e-02,5.373326559399999730e-02,5.322908023999999710e-02
FC_AoA_,-4.516129000000000282e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,7.225000000000000000e+01
FC_Cref_,5.924999999999999822e+00
FC_Mach_,2.399999999999999911e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,1.120000000000000107e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.280812500000000114e+02
FC_Vinf_,8.320512800000000198e+01
FC_Xcg_,2.467547599999999974e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-4.697799999999999893e-02
L/D,6.808214538449999687e+00,7.063975903960000302e+00,6.989165640253999889e+00,6.849674976520000236e+00,6.786723411188000377e+00,6.866696228432999760e+00,6.979149317826999877e+00,6.949735355829999683e+00
Mach,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6,7,8
Results_Name,VSPAERO_History
Results_Timestamp,1723223442
Results_Date,8,9,2024
Results_Time,22,40,42
Alpha,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00,-4.032257999999999676e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,6.941002959999999569e-03,6.597418774999999798e-03,6.642544497999999971e-03,6.817380151000000318e-03,6.883429798000000217e-03,6.801342444999999674e-03,6.568450661000000378e-03,6.593530250999999655e-03
CDo,1.019686869600000025e-02,1.018048187800000073e-02,1.018788609999999976e-02,1.020158729099999995e-02,1.020440470099999962e-02,1.019549291300000070e-02,1.018575529200000003e-02,1.019367119500000016e-02
CDt,8.606298248000000817e-03,7.050226324000000155e-03,6.322673198000000085e-03,6.628702313000000255e-03,7.243699450999999644e-03,7.504021417000000110e-03,6.783096286000000336e-03,6.391812935000000355e-03
CDtot,1.713787165599999981e-02,1.677790065299999966e-02,1.683043059800000060e-02,1.701896744199999853e-02,1.708783449900000070e-02,1.699683535900000167e-02,1.675420595299999954e-02,1.678720144599999894e-02
CDtott,1.880316694300000063e-02,1.723070820200000089e-02,1.651055929800000072e-02,1.683028960400000107e-02,1.744810415199999840e-02,1.769951432999999907e-02,1.696885157799999863e-02,1.658548413000000138e-02
CFx,2.844902041000000117e-02,2.810530092499999993e-02,2.827103542099999867e-02,2.861312185700000052e-02,2.873374066899999843e-02,2.859664327100000167e-02,2.828207670300000171e-02,2.837763905000000031e-02
CFxi,1.826508835400000169e-02,1.793751843299999996e-02,1.809569148199999949e-02,1.842410728500000136e-02,1.854199913700000160e-02,1.841381766300000111e-02,1.810885174800000094e-02,1.819646606400000116e-02
CFxo,1.018393205599999948e-02,1.016778249199999998e-02,1.017534393899999917e-02,1.018901457199999916e-02,1.019174153200000030e-02,1.018282560700000013e-02,1.017322495599999946e-02,1.018117298599999915e-02
CFy,-4.769869629999999908e-04,-3.464451090000000193e-04,-1.442131000000000034e-04,-3.233440000000000081e-06,1.655174560000000018e-04,1.641928609999999912e-04,1.112148530000000028e-04,1.866161100000000113e-04
CFyi,-4.770766040000000235e-04,-3.467361830000000229e-04,-1.443819440000000079e-04,-3.391778000000000105e-06,1.654535589999999920e-04,1.641901150000000132e-04,1.112934620000000037e-04,1.865358409999999891e-04
CFyo,8.964100000000000178e-08,2.910739999999999765e-07,1.688439999999999997e-07,1.583379999999999981e-07,6.389700000000000631e-08,2.744999999999999930e-09,-7.860899999999999934e-08,8.026900000000000230e-08
CFz,1.598553808800000087e-01,1.600985950059999885e-01,1.617026527980000017e-01,1.638742529780000123e-01,1.646059732369999917e-01,1.639552319539999969e-01,1.629432806870000083e-01,1.638296854890000098e-01
CFzi,1.603978550869999964e-01,1.606371266959999988e-01,1.622392147539999940e-01,1.644117307550000129e-01,1.651448332969999988e-01,1.644938369860000082e-01,1.634795998939999884e-01,1.643658275950000136e-01
CFzo,-5.424742059999999736e-04,-5.385316910000000285e-04,-5.365619560000000439e-04,-5.374777770000000029e-04,-5.388600600000000322e-04,-5.386050320000000322e-04,-5.363192079999999813e-04,-5.361421059999999872e-04
CL,1.614601589050000119e-01,1.616786012820000118e-01,1.632903425539999898e-01,1.654806220639999936e-01,1.662190127219999869e-01,1.655602418440000057e-01,1.645286758179999864e-01,1.654196061930000017e-01
CLi,1.612851755330000081e-01,1.615008207610000024e-01,1.631100654669999928e-01,1.653002972379999935e-01,1.660398750029999926e-01,1.653814766789999946e-01,1.643483055870000042e-01,1.652385004080000053e-01
CLo,1.749833720000000059e-04,1.777805210000000006e-04,1.802770869999999865e-04,1.803248259999999962e-04,1.791377190000000030e-04,1.787651649999999915e-04,1.803702320000000040e-04,1.811057849999999888e-04
CMx,-3.297128260000000235e-04,-2.484720130000000180e-04,-3.627020999999999777e-05,1.115408600000000053e-05,-1.084776500000000065e-05,-3.080620700000000244e-05,3.373943999999999947e-06,4.193349899999999816e-05
CMxi,-3.302649700000000080e-04,-2.488505420000000070e-04,-3.632123200000000136e-05,1.117625500000000028e-05,-1.085744299999999972e-05,-3.084991100000000096e-05,3.356520999999999911e-06,4.197631699999999975e-05
CMxo,5.521440000000000240e-07,3.785279999999999866e-07,5.102199999999999855e-08,-2.216900000000000151e-08,9.678000000000000701e-09,4.370399999999999880e-08,1.742299999999999991e-08,-4.281800000000000000e-08
CMy,1.910244156800000037e-01,2.025815379489999957e-01,2.012213709269999873e-01,2.030221606690000014e-01,2.034207975060000062e-01,2.021993512180000063e-01,1.997256770449999941e-01,2.008164107969999945e-01
CMyi,1.827171828880000126e-01,1.942921077829999899e-01,1.929367423610000021e-01,1.947379012109999863e-01,1.951410633179999909e-01,1.939260380239999915e-01,1.914544907459999890e-01,1.925393865689999928e-01
CMyo,8.307232791999999769e-03,8.289430166000000613e-03,8.284628566000000818e-03,8.284259457999999451e-03,8.279734187999999648e-03,8.273313194999999676e-03,8.271186298999999922e-03,8.277024227999999970e-03
CMz,-4.322426600000000185e-04,-3.526729600000000136e-04,-2.769177489999999939e-04,-2.427377110000000088e-04,-1.736611630000000023e-04,-1.847337350000000122e-04,-2.371287119999999980e-04,-2.040162050000000004e-04
CMzi,-4.336214739999999773e-04,-3.539555770000000069e-04,-2.772577440000000004e-04,-2.427880619999999898e-04,-1.737338909999999888e-04,-1.849051229999999887e-04,-2.371403100000000043e-04,-2.038691330000000064e-04
CMzo,1.378814000000000001e-06,1.282617000000000056e-06,3.399960000000000224e-07,5.035099999999999870e-08,7.272800000000000114e-08,1.713879999999999992e-07,1.159699999999999955e-08,-1.470730000000000094e-07
CS,-4.769869629999999908e-04,-3.464451090000000193e-04,-1.442131000000000034e-04,-3.233440000000000081e-06,1.655174560000000018e-04,1.641928609999999912e-04,1.112148530000000028e-04,1.866161100000000113e-04
CSi,-4.770766040000000235e-04,-3.467361830000000229e-04,-1.443819440000000079e-04,-3.391778000000000105e-06,1.654535589999999920e-04,1.641901150000000132e-04,1.112934620000000037e-04,1.865358409999999891e-04
CSo,8.964100000000000178e-08,2.910739999999999765e-07,1.688439999999999997e-07,1.583379999999999981e-07,6.389700000000000631e-08,2.744999999999999930e-09,-7.860899999999999934e-08,8.026900000000000230e-08
E,9.782895032199999397e-02,1.031991538539999975e-01,1.045508992549999960e-01,1.046237971820000029e-01,1.045491795209999991e-01,1.049735319370000003e-01,1.073416435500000043e-01,1.080949009160000057e-01
FC_AoA_,-4.032257999999999676e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,7.225000000000000000e+01
FC_Cref_,5.924999999999999822e+00
FC_Mach_,2.399999999999999911e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,1.120000000000000107e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.280812500000000114e+02
FC_Vinf_,8.320512800000000198e+01
FC_Xcg_,2.467547599999999974e+01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-4.697799999999999893e-02
L/D,9.411038824968999350e+00,9.625806237599000781e+00,9.691378037984000215e+00,9.712710116071999522e+00,9.716847094627999226e+00,9.730133474179000430e+00,9.809375988498999277e+00,9.843123699995999232e+00
Mach,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5,6,7,8
Results_Name,VSPAERO_History
Results_Timestamp,1723223442
Results_Date,8,9,2024
Results_Time,22,40,42
Alpha,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00,-3.548386999999999958e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,6.099134424000000020e-03,5.845334171000000391e-03,5.738466931999999972e-03,5.744471351999999587e-03,5.701213402999999805e-03,5.552335208999999855e-03,5.346798502000000425e-03,5.316619705999999640e-03
CDo,1.030834117400000055e-02,1.028935706099999917e-02,1.029535286499999938e-02,1.031337122700000039e-02,1.031588691000000051e-02,1.030634417700000000e-02,1.029875300199999989e-02,1.030617838499999980e-02
CDt,8.893952280000000724e-03,7.679990543999999815e-03,6.887903396999999622e-03,7.207413557000000130e-03,7.733270765000000400e-03,7.937357188000000036e-03,7.261282108000000415e-03,6.968967076000000087e-03
CDtot,1.640747559699999927e-02,1.613469123300000085e-02,1.603381979800000065e-02,1.605784257999999867e-02,1.601710031300000031e-02,1.585867938599999985e-02,1.564555150399999858e-02,1.562279809099999944e-02
CDtott,1.920229345399999954e-02,1.796934760600000028e-02,1.718325626300000117e-02,1.752078478400000139e-02,1.804915767500000004e-02,1.824370136400000134e-02,1.756003511000000031e-02,1.727514546100000076e-02
CFx,2.956243767200000122e-02,2.914641450300000172e-02,2.915798939500000020e-02,2.946986941199999932e-02,2.949854849400000006e-02,2.922770476800000058e-02,2.890311955900000049e-02,2.896884498300000138e-02
CFxi,1.926805055700000005e-02,1.887086024999999959e-02,1.887612930499999939e-02,1.917004798000000038e-02,1.919636982299999933e-02,1.893513257499999936e-02,1.861792784200000037e-02,1.867606468099999861e-02
CFxo,1.029438711599999987e-02,1.027555425300000040e-02,1.028186009000000081e-02,1.029982143200000068e-02,1.030217867199999943e-02,1.029257219299999949e-02,1.028519171700000012e-02,1.029278030199999930e-02
CFy,2.032920589999999991e-04,1.024773159999999993e-04,-3.143212219999999817e-04,-1.880380739999999934e-04,-3.358907010000000020e-04,-5.139591289999999486e-04,-7.460829619999999676e-04,-7.815112180000000292e-04
CFyi,1.997119609999999947e-04,1.029037590000000035e-04,-3.144122230000000011e-04,-1.880431539999999964e-04,-3.356599790000000245e-04,-5.140778109999999488e-04,-7.460913149999999841e-04,-7.815250570000000256e-04
CFyo,3.580098000000000193e-06,-4.264429999999999759e-07,9.099999999999999429e-08,5.079999999999999828e-09,-2.307229999999999941e-07,1.186820000000000035e-07,8.353000000000000417e-09,1.383900000000000070e-08
CFz,2.116332138389999951e-01,2.093317452239999987e-01,2.111482178930000064e-01,2.157895585379999981e-01,2.169103331130000090e-01,2.151022715329999890e-01,2.133114740740000015e-01,2.147390190200000049e-01
CFzi,2.121775469659999969e-01,2.098730512110000002e-01,2.116847099009999955e-01,2.163275282010000133e-01,2.174509357899999940e-01,2.156436066050000100e-01,2.138491762090000137e-01,2.152743193149999901e-01
CFzo,-5.443331259999999649e-04,-5.413059870000000223e-04,-5.364920080000000350e-04,-5.379696639999999612e-04,-5.406026769999999499e-04,-5.413350720000000308e-04,-5.377021350000000394e-04,-5.353002939999999647e-04
CL,2.130571511719999978e-01,2.107343464549999990e-01,2.125480531260000028e-01,2.171997985009999910e-01,2.183201994129999879e-01,2.164988411809999902e-01,2.146913878330000136e-01,2.161202638560000000e-01
CLi,2.129633061539999983e-01,2.106386456940000096e-01,2.124471573370000088e-01,2.170992658810000087e-01,2.182221488670000042e-01,2.164021161839999874e-01,2.145914936530000094e-01,2.160175027709999862e-01
CLo,9.384501899999999881e-05,9.570076100000000365e-05,1.008957889999999937e-04,1.005326189999999990e-04,9.805054699999999430e-05,9.672499700000000494e-05,9.989418000000000180e-05,1.027610850000000001e-04
